0.000, 0.000, 0.000, 0.000
0.300, 0.000, 0.000, 0.016
0.300, 0.000, 0.000, 0.049
0.300, 0.000, 0.000, 0.082
0.300, 0.000, -0.018, 0.115
0.300, 0.000, 0.018, 0.148
0.300, 0.000, 0.016, 0.181
0.300, 0.000, 0.015, 0.214
0.300, 0.000, 0.015, 0.247
0.300, 0.000, 0.015, 0.280
0.300, 0.000, 0.016, 0.313
0.300, 0.000, 0.018, 0.346
0.300, 0.000, 0.020, 0.379
0.300, 0.000, 0.022, 0.412
0.300, 0.000, 0.025, 0.445
0.300, 0.000, 0.028, 0.478
0.300, 0.000, 0.032, 0.511
0.300, 0.000, 0.036, 0.544
0.300, 0.000, 0.040, 0.577
0.300, 0.000, 0.045, 0.610
0.300, 0.000, 0.051, 0.643
0.300, 0.000, 0.082, 0.676
0.300, 0.000, 0.182, 0.709
0.300, 0.000, 0.258, 0.742
0.300, 0.000, 0.270, 0.775
0.300, 0.000, 0.300, 0.808
0.300, 0.000, 0.375, 0.841
0.300, 0.000, 0.397, 0.874
0.300, 0.000, 0.426, 0.907
0.300, 0.000, 0.432, 0.940
0.300, 0.000, 0.423, 0.973
0.300, 0.000, 0.421, 1.006
0.300, 0.000, 0.470, 1.039
0.300, 0.000, 0.451, 1.072
0.300, 0.000, 0.476, 1.105
0.300, 0.000, 0.561, 1.138
0.300, 0.000, 0.631, 1.171
0.300, 0.000, 0.609, 1.204
0.300, 0.000, 0.614, 1.237
0.300, 0.000, 0.647, 1.270
0.300, 0.000, 0.633, 1.303
0.300, 0.000, 0.630, 1.336
0.300, 0.000, 0.701, 1.369
0.300, 0.000, 0.709, 1.402
0.300, 0.000, 0.738, 1.435
0.300, 0.000, 0.767, 1.468
0.300, 0.000, 0.785, 1.501
0.300, 0.000, 0.787, 1.534
0.300, 0.000, 0.785, 1.567
0.300, 0.000, 0.784, 1.600
0.300, 0.000, 0.787, 1.633
0.300, 0.000, 0.791, 1.666
0.300, 0.000, 0.798, 1.699
