-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.016
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.082
-183.800, 80.200, -0.022,  0.115
-183.801, 80.199, 0.022,  0.148
-183.800, 80.199, 0.021,  0.181
-183.800, 80.198, 0.023,  0.214
-183.800, 80.197, 0.051,  0.247
-183.799, 80.192, 0.145,  0.280
-183.798, 80.187, 0.172,  0.313
-183.797, 80.177, 0.318,  0.346
-183.795, 80.160, 0.562,  0.379
-183.791, 80.133, 0.824,  0.412
-183.788, 80.098, 1.047,  0.445
-183.784, 80.057, 1.241,  0.478
-183.779, 80.010, 1.408,  0.511
-183.774, 79.959, 1.554,  0.544
-183.769, 79.903, 1.684,  0.577
-183.764, 79.844, 1.806,  0.610
-183.758, 79.781, 1.926,  0.643
-183.752, 79.714, 2.047,  0.676
-183.745, 79.643, 2.172,  0.709
-183.738, 79.567, 2.299,  0.742
-183.731, 79.487, 2.429,  0.775
-183.723, 79.403, 2.560,  0.808
-183.715, 79.315, 2.689,  0.841
-183.707, 79.223, 2.814,  0.874
-183.698, 79.126, 2.934,  0.907
-183.688, 79.026, 3.045,  0.940
-183.678, 78.923, 3.147,  0.973
-183.668, 78.816, 3.238,  1.006
-183.657, 78.707, 3.318,  1.039
-183.646, 78.595, 3.386,  1.072
-183.635, 78.482, 3.442,  1.105
-183.623, 78.367, 3.487,  1.138
-183.611, 78.251, 3.523,  1.171
-183.599, 78.134, 3.551,  1.204
-183.587, 78.016, 3.572,  1.237
-183.574, 77.898, 3.588,  1.270
-183.561, 77.780, 3.600,  1.303
-183.547, 77.661, 3.609,  1.336
-183.534, 77.542, 3.616,  1.369
-183.520, 77.422, 3.622,  1.402
-183.507, 77.302, 3.627,  1.435
-183.493, 77.183, 3.631,  1.468
-183.478, 77.063, 3.635,  1.501
-183.464, 76.943, 3.639,  1.534
-183.449, 76.822, 3.642,  1.567
-183.435, 76.702, 3.645,  1.600
-183.420, 76.582, 3.647,  1.633
-183.405, 76.461, 3.649,  1.666
-183.390, 76.341, 3.650,  1.699
-183.374, 76.220, 3.651,  1.732
