0.000, 0.000, 0.000, 0.000
0.800, 0.000, 0.000, 0.016
0.800, 0.000, 0.000, 0.049
0.800, 0.000, 0.000, 0.082
0.800, 0.000, -0.013, 0.115
0.800, 0.000, 0.037, 0.148
0.800, 0.000, 0.036, 0.181
0.800, 0.000, 0.038, 0.214
0.800, 0.000, 0.047, 0.247
0.800, 0.000, 0.147, 0.280
0.800, 0.000, 0.246, 0.313
0.800, 0.000, 0.477, 0.346
0.800, 0.000, 0.636, 0.379
0.800, 0.000, 0.735, 0.412
0.800, 0.000, 0.798, 0.445
0.800, 0.000, 0.926, 0.478
0.800, 0.000, 1.073, 0.511
0.800, 0.000, 1.225, 0.544
0.800, 0.000, 1.372, 0.577
0.800, 0.000, 1.524, 0.610
0.800, 0.000, 1.683, 0.643
0.800, 0.000, 1.836, 0.676
0.800, 0.000, 1.978, 0.709
0.800, 0.000, 2.112, 0.742
0.800, 0.000, 2.241, 0.775
0.800, 0.000, 2.366, 0.808
0.800, 0.000, 2.488, 0.841
0.800, 0.000, 2.607, 0.874
0.800, 0.000, 2.725, 0.907
0.800, 0.000, 2.841, 0.940
0.800, 0.000, 2.956, 0.973
0.800, 0.000, 3.070, 1.006
0.800, 0.000, 3.184, 1.039
0.800, 0.000, 3.296, 1.072
0.800, 0.000, 3.408, 1.105
0.800, 0.000, 3.519, 1.138
0.800, 0.000, 3.628, 1.171
0.800, 0.000, 3.737, 1.204
0.800, 0.000, 3.845, 1.237
0.800, 0.000, 3.951, 1.270
0.800, 0.000, 4.056, 1.303
0.800, 0.000, 4.160, 1.336
0.800, 0.000, 4.262, 1.369
0.800, 0.000, 4.364, 1.402
0.800, 0.000, 4.464, 1.435
0.800, 0.000, 4.563, 1.468
0.800, 0.000, 4.661, 1.501
0.800, 0.000, 4.757, 1.534
0.800, 0.000, 4.853, 1.567
0.800, 0.000, 4.947, 1.600
0.800, 0.000, 5.040, 1.633
0.800, 0.000, 5.132, 1.666
0.800, 0.000, 5.223, 1.699
0.800, 0.000, 5.312, 1.732
0.800, 0.000, 5.400, 1.765
0.800, 0.000, 5.488, 1.798
0.800, 0.000, 5.574, 1.831
0.800, 0.000, 5.659, 1.864
0.800, 0.000, 5.742, 1.897
0.800, 0.000, 5.825, 1.930
0.800, 0.000, 5.907, 1.963
0.800, 0.000, 5.987, 1.996
0.800, 0.000, 6.067, 2.029
0.800, 0.000, 6.145, 2.062
0.800, 0.000, 6.223, 2.095
0.800, 0.000, 6.299, 2.128
0.800, 0.000, 6.375, 2.161
0.800, 0.000, 6.449, 2.194
0.800, 0.000, 6.523, 2.227
0.800, 0.000, 6.595, 2.260
0.800, 0.000, 6.667, 2.293
0.800, 0.000, 6.738, 2.326
0.800, 0.000, 6.807, 2.359
0.800, 0.000, 6.876, 2.392
0.800, 0.000, 6.944, 2.425
0.800, 0.000, 7.011, 2.458
0.800, 0.000, 7.077, 2.491
0.800, 0.000, 7.142, 2.524
0.800, 0.000, 7.207, 2.557
0.800, 0.000, 7.270, 2.590
0.800, 0.000, 7.333, 2.623
0.800, 0.000, 7.395, 2.656
0.800, 0.000, 7.456, 2.689
0.800, 0.000, 7.516, 2.722
0.800, 0.000, 7.575, 2.755
0.800, 0.000, 7.634, 2.788
0.800, 0.000, 7.692, 2.821
0.800, 0.000, 7.749, 2.854
0.800, 0.000, 7.805, 2.887
0.800, 0.000, 7.861, 2.920
0.800, 0.000, 7.916, 2.953
0.800, 0.000, 7.970, 2.986
0.800, 0.000, 8.023, 3.019
0.800, 0.000, 8.076, 3.052
0.800, 0.000, 8.128, 3.085
0.800, 0.000, 8.179, 3.118
0.800, 0.000, 8.230, 3.151
0.800, 0.000, 8.280, 3.184
0.800, 0.000, 8.329, 3.217
0.800, 0.000, 8.378, 3.250
0.800, 0.000, 8.426, 3.283
0.800, 0.000, 8.473, 3.316
0.800, 0.000, 8.520, 3.349
0.800, 0.000, 8.566, 3.382
0.800, 0.000, 8.611, 3.415
0.800, 0.000, 8.656, 3.448
0.800, 0.000, 8.700, 3.481
0.800, 0.000, 8.744, 3.514
0.800, 0.000, 8.787, 3.547
0.800, 0.000, 8.829, 3.580
0.800, 0.000, 8.871, 3.613
0.800, 0.000, 8.913, 3.646
0.800, 0.000, 8.953, 3.679
0.800, 0.000, 8.994, 3.712
0.800, 0.000, 9.033, 3.745
0.800, 0.000, 9.073, 3.778
0.800, 0.000, 9.111, 3.811
0.800, 0.000, 9.149, 3.844
0.800, 0.000, 9.187, 3.877
0.800, 0.000, 9.224, 3.910
0.800, 0.000, 9.261, 3.943
0.800, 0.000, 9.297, 3.976
0.800, 0.000, 9.332, 4.009
0.800, 0.000, 9.367, 4.042
0.800, 0.000, 9.402, 4.075
0.800, 0.000, 9.436, 4.108
0.800, 0.000, 9.470, 4.141
0.800, 0.000, 9.503, 4.174
0.800, 0.000, 9.536, 4.207
0.800, 0.000, 9.568, 4.240
0.800, 0.000, 9.600, 4.273
